상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,행정동코드,법정동코드,지번주소,도로명주소,신우편번호,경도,위도
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,용담1동,용담일동,5011057000,5011010800,제주특별자치도 제주시 용담일동 248-1,제주특별자치도 제주시 남성로 83-1,63174,126.5150762,33.50727434
만남의광장,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한경면,한경면,5011031000,5011031030,제주특별자치도 제주시 한경면 저지리 2893,제주특별자치도 제주시 한경면 녹차분재로 639-7,63005,126.2587407,33.32406149
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,용담2동,용담이동,5011058000,5011010900,제주특별자치도 제주시 용담이동 603-24,제주특별자치도 제주시 용담로 71,63152,126.5106465,33.51267566
GS25연동달그네점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 274-2,제주특별자치도 제주시 노연로 96,63133,126.4904718,33.48569996
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 731-1,제주특별자치도 제주시 원노형로 90,63086,126.4834301,33.48042996
지에스25표선중앙,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 688-1,제주특별자치도 서귀포시 표선면 표선동서로 239,63629,126.8322947,33.32525081
GS25서귀서광로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031027,제주특별자치도 서귀포시 안덕면 서광리 1390-1,제주특별자치도 서귀포시 안덕면 녹차분재로 61,63521,126.30112,33.29069564
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025333,제주특별자치도 제주시 애월읍 고내리 198-1,제주특별자치도 제주시 애월읍 일주서로 6516,63036,126.349681,33.46612636
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 6121,제주특별자치도 제주시 인다1길 20,63247,126.550205,33.47751465
쉼터편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1067-11,제주특별자치도 제주시 남광북3길 11,63223,126.5356812,33.49476235
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025025,제주특별자치도 서귀포시 대정읍 일과리 1452-1,제주특별자치도 서귀포시 대정읍 노을해안로 5,63504,126.2256413,33.24406743
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,효돈동,하효동,5013055000,5013010800,제주특별자치도 서귀포시 하효동 631-2,제주특별자치도 서귀포시 일주동로 8139,63601,126.6178191,33.26033313
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,화북동,화북일동,5011060000,5011011100,제주특별자치도 제주시 화북일동 1969-10,제주특별자치도 제주시 진동로 7,63289,126.5685524,33.51975957
영실감귤,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025327,제주특별자치도 서귀포시 남원읍 위미리 968-4,제주특별자치도 서귀포시 남원읍 일주동로 7501,63610,126.6789042,33.27895761
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 807-5,제주특별자치도 서귀포시 표선면 표선백사로 93,63629,126.8356406,33.32401992
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,서홍동,서홍동,5013058000,5013010600,제주특별자치도 서귀포시 서홍동 1597-1,제주특별자치도 서귀포시 홍중로 97,63584,126.5549498,33.26109699
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼양동,삼양이동,5011061000,5011011400,제주특별자치도 제주시 삼양이동 1982-1,제주특별자치도 제주시 설촌로12길 23-1,63314,126.5828632,33.52469349
"세븐일레븐제주대기고점,해드라인",소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,봉개동,봉개동,5011062000,5011011600,제주특별자치도 제주시 봉개동 1812-20,제주특별자치도 제주시 번영로 479,63328,126.5933366,33.49146336
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼양동,도련일동,5011061000,5011013000,제주특별자치도 제주시 도련일동 1910,제주특별자치도 제주시 화삼로 89,63323,126.5816569,33.51550161
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025337,제주특별자치도 제주시 애월읍 곽지리 1575-3,제주특별자치도 제주시 애월읍 곽지3길 27,63034,126.3044732,33.44942367
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도1동,이도일동,5011053000,5011010300,제주특별자치도 제주시 이도일동 1708-14,제주특별자치도 제주시 중앙로 143,63194,126.525623,33.5060119
제주중문씨유자청비점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 1012-4,제주특별자치도 서귀포시 중산간서로 830,63550,126.4267317,33.26259705
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031025,제주특별자치도 서귀포시 안덕면 사계리 2674-2,제주특별자치도 서귀포시 안덕면 사계남로21번길 30-5,63528,126.2962953,33.23124348
즐거운편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025928,제주특별자치도 서귀포시 성산읍 삼달리 256-3,제주특별자치도 서귀포시 성산읍 삼달로 119,63635,126.856452,33.37191006
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025924,제주특별자치도 서귀포시 성산읍 고성리 205-5,제주특별자치도 서귀포시 성산읍 신양로 114,63641,126.9217548,33.43639376
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025334,제주특별자치도 제주시 애월읍 애월리 2467,제주특별자치도 제주시 애월읍 애월로 11,63043,126.3112688,33.46002841
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 275-6,제주특별자치도 제주시 신대로20길 46,63133,126.4916112,33.48390168
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 1269-19,제주특별자치도 제주시 조천읍 조함해안로 504,63333,126.6669207,33.54239637
GS25연동신광,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 251-17,제주특별자치도 제주시 도령로 74,63129,126.4863885,33.48972524
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025337,제주특별자치도 제주시 애월읍 곽지리 2061-2,제주특별자치도 제주시 애월읍 일주서로 5989,63034,126.3053175,33.44637899
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 888,제주특별자치도 제주시 구남로7길 36,63222,126.5343018,33.49232981
GS25제주신대로,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 315-7,제주특별자치도 제주시 선덕로4길 22,63134,126.4984351,33.48375015
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,도두동,도두일동,5011069000,5011012700,제주특별자치도 제주시 도두일동 1727,제주특별자치도 제주시 서해안로 228,63112,126.4705762,33.50841884
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 312-8,제주특별자치도 제주시 우도면 우도해안길 1118,63365,126.9686363,33.49778827
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 1319-10,제주특별자치도 제주시 서부두길 10,63276,126.5280926,33.51714863
지에스중문마을점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 2011-19,제주특별자치도 서귀포시 천제연로207번길 16-1,63545,126.4271289,33.25300916
코리아세븐마사회제주구관2층점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025342,제주특별자치도 제주시 애월읍 유수암리 1206,제주특별자치도 제주시 애월읍 평화로 2144,63066,126.3931762,33.40982751
일조식품,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,도두동,도두일동,5011069000,5011012700,제주특별자치도 제주시 도두일동 1833-2,제주특별자치도 제주시 도두5길 41,63112,126.4708496,33.50511348
세븐일레븐제주구남센터점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 2013-4,제주특별자치도 제주시 구남동4길 38,63232,126.5366732,33.48760654
코리아세븐한라,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 115,제주특별자치도 제주시 1100로 3164,63091,126.4857606,33.46891837
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025326,제주특별자치도 서귀포시 남원읍 신흥리 1769-75,제주특별자치도 서귀포시 남원읍 한신로 543,63616,126.7462687,33.31904766
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031025,제주특별자치도 서귀포시 안덕면 사계리 126-1,제주특별자치도 서귀포시 안덕면 사계남로216번길 29,63528,126.3104175,33.23379824
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 342-30,제주특별자치도 제주시 동광로15길 8,63273,126.5376621,33.50622672
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼도1동,삼도일동,5011055000,5011010500,제주특별자치도 제주시 삼도일동 541-5,제주특별자치도 제주시 서사로13길 7,63181,126.5207453,33.50362769
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,외도동,내도동,5011067000,5011014000,제주특별자치도 제주시 내도동 239-1,제주특별자치도 제주시 논세길 51,63074,126.4423542,33.48939588
