상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,행정동코드,법정동코드,지번주소,도로명주소,신우편번호,경도,위도
어퓨신라제주면세점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 252-18,제주특별자치도 제주시 노연로 69,63131,126.4876321,33.48626939
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025634,제주특별자치도 제주시 구좌읍 김녕리 1653,제주특별자치도 제주시 구좌읍 김녕로 109,63357,126.749724,33.55467442
좀녀쉼터,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025634,제주특별자치도 제주시 구좌읍 김녕리 1270-3,제주특별자치도 제주시 구좌읍 김녕로21길 25,63357,126.754973,33.55809929
씨유제주여행사,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,오라동,오라이동,5011064000,5011012000,제주특별자치도 제주시 오라이동 43-10,제주특별자치도 제주시 아연로 256,63147,126.5148721,33.46690848
용문훼미리,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,용담2동,용담이동,5011058000,5011010900,제주특별자치도 제주시 용담이동 2678-1,제주특별자치도 제주시 용문로 162,63161,126.5107884,33.5087916
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,월평동,5011063000,5011013500,제주특별자치도 제주시 월평동 1202-1,제주특별자치도 제주시 아봉로 267,63311,126.5708663,33.47524822
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이호동,이호일동,5011068000,5011012500,제주특별자치도 제주시 이호일동 665-4,제주특별자치도 제주시 도리로 47,63108,126.4575324,33.49810553
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025341,제주특별자치도 제주시 애월읍 하귀2리 2745-1,제주특별자치도 제주시 애월읍 애월해안로 881,63050,126.3910938,33.48711808
GS,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,정방동,서귀동,5013052000,5013010100,제주특별자치도 서귀포시 서귀동 437-1,제주특별자치도 서귀포시 중앙로 19-1,63595,126.5618473,33.24622823
코리아세븐15002제주,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 253-13,제주특별자치도 제주시 연동4길 6-3,63132,126.4875758,33.4851778
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,용담2동,용담이동,5011058000,5011010900,제주특별자치도 제주시 용담이동 445,제주특별자치도 제주시 흥운길 101,63152,126.5136897,33.51534479
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 362-28,제주특별자치도 제주시 산천단동3길 10,63243,126.5598097,33.44905546
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도1동,이도일동,5011053000,5011010300,제주특별자치도 제주시 이도일동 1775-6,제주특별자치도 제주시 서광로 283,63198,126.5268783,33.50051822
코리아세븐서귀포이중섭로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,정방동,서귀동,5013052000,5013010100,제주특별자치도 서귀포시 서귀동 536-2,제주특별자치도 서귀포시 태평로439번길 21,63595,126.5649441,33.2464804
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 40-69,제주특별자치도 서귀포시 표선면 민속해안로 537,63629,126.8442457,33.32303634
CU제주항공우주호텔점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031027,제주특별자치도 서귀포시 안덕면 서광리 산41,제주특별자치도 서귀포시 안덕면 녹차분재로 216,63521,126.2946434,33.30245344
제주경마사회세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1176-1,제주특별자치도 제주시 광양9길 10,63208,126.5322751,33.50020362
CU제주용해로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,용담2동,용담이동,5011058000,5011010900,제주특별자치도 제주시 용담이동 940-18,제주특별자치도 제주시 용해로 47,63158,126.5030215,33.5129624
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중앙동,서귀동,5013053000,5013010100,제주특별자치도 서귀포시 서귀동 265-16,제주특별자치도 서귀포시 중앙로72번길 45-2,63590,126.5657365,33.25249428
엠지편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025328,제주특별자치도 제주시 애월읍 소길리 155-18,제주특별자치도 제주시 애월읍 평화로 2175,63037,126.3940834,33.41368893
코리아세븐제주,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025024,제주특별자치도 제주시 한림읍 한림리 943-10,제주특별자치도 제주시 한림읍 한림중앙로 35,63029,126.2654122,33.41162277
동아코사마트,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 230-2,제주특별자치도 제주시 중앙로 128,63170,126.5245166,33.50715274
GS25N구삼예비점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,영천동,토평동,5013056000,5013011100,제주특별자치도 서귀포시 토평동 산2,제주특별자치도 서귀포시 배낭골로 109,63582,126.5863197,33.29769345
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,도남동,5011054000,5011012900,제주특별자치도 제주시 도남동 642-1,제주특별자치도 제주시 복지로 72,63234,126.5253719,33.48718406
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,도남동,5011054000,5011012900,제주특별자치도 제주시 도남동 61-1,제주특별자치도 제주시 연삼로 318,63219,126.5266187,33.49170676
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,봉개동,회천동,5011062000,5011013300,제주특별자치도 제주시 회천동 3-16,제주특별자치도 제주시 명림로 575-107,63330,126.6374088,33.44899489
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대륜동,호근동,5013059000,5013010400,제주특별자치도 서귀포시 호근동 1550-1,제주특별자치도 서귀포시 태평로 95,63571,126.5338616,33.2450359
훼밀리마트,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 2303-5,제주특별자치도 제주시 일주서로 7850,63127,126.4852795,33.49347123
제주킹스토아,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,영천동,토평동,5013056000,5013011100,제주특별자치도 서귀포시 토평동 2225,제주특별자치도 서귀포시 516로 176,63603,126.5857668,33.26874541
GS25이도사랑점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1059-18,제주특별자치도 제주시 연삼로 417,63210,126.5355477,33.49630246
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025321,제주특별자치도 서귀포시 남원읍 남원리 107-4,제주특별자치도 서귀포시 남원읍 태위로 680-1,63621,126.7192218,33.27900088
세븐일레븐일도,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 162-30,제주특별자치도 제주시 삼성로 114,63272,126.5366339,33.5104069
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼양동,도련일동,5011061000,5011013000,제주특별자치도 제주시 도련일동 1588-1,제주특별자치도 제주시 삼봉로 167,63326,126.5914429,33.5067327
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한경면,한경면,5011031000,5011031021,제주특별자치도 제주시 한경면 청수리 1636-1,제주특별자치도 제주시 한경면 중산간서로 3501,63006,126.2446348,33.32166316
GS25한라수목원점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 978,제주특별자치도 제주시 수목원길 65-6,63143,126.4919934,33.47053604
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,해안동,5011066000,5011013900,제주특별자치도 제주시 해안동 2077-5,제주특별자치도 제주시 해안마을길 43,63077,126.4541935,33.45951303
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025340,제주특별자치도 제주시 애월읍 하귀1리 117-1,제주특별자치도 제주시 애월읍 하귀9길 2,63054,126.4146162,33.48640252
코리아세븐서귀포롯데기숙사점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,예래동,상예동,5013062000,5013012000,제주특별자치도 서귀포시 상예동 775,제주특별자치도 서귀포시 예래로109번길 14,63536,126.3960319,33.25122347
세븐일레븐노형지구점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 3806-4,제주특별자치도 제주시 노형로 340,63088,126.4733575,33.48118081
코리아세븐제주한림로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025031,제주특별자치도 제주시 한림읍 협재리 1732,제주특별자치도 제주시 한림읍 한림로 359,63011,126.2420068,33.3952369
코리아세븐제주연신로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1951-10,제주특별자치도 제주시 신설로11길 57,63229,126.5482661,33.49442359
우도편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 988-1,제주특별자치도 제주시 우도면 우도해안길 446,63365,126.9495646,33.51487624
신흥갈비,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025326,제주특별자치도 서귀포시 남원읍 신흥리 161-1,제주특별자치도 서귀포시 남원읍 일주동로 6611,63616,126.7682771,33.30124414
뉴시청마트편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,서홍동,서홍동,5013058000,5013010600,제주특별자치도 서귀포시 서홍동 440-8,제주특별자치도 서귀포시 중앙로101번길 14,63584,126.5593113,33.2536462
디앤씨커뮤니티영스토어,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 1451-5,제주특별자치도 제주시 임항로 193,63284,126.5445702,33.52750407
코리아세븐제주평대점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025633,제주특별자치도 제주시 구좌읍 평대리 648,제주특별자치도 제주시 구좌읍 일주동로 2973,63360,126.8395817,33.5293124
레몬비,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025321,제주특별자치도 서귀포시 남원읍 남원리 1499-8,제주특별자치도 서귀포시 남원읍 일주동로 7224,63619,126.7086655,33.28221868
비지에프리테일제주샤인빌리조,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032026,제주특별자치도 서귀포시 표선면 토산리 17,제주특별자치도 서귀포시 표선면 일주동로 6347-17,63626,126.7929501,33.30600346
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 6033-10,제주특별자치도 제주시 구남동8길 50,63233,126.5357676,33.48579269
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025030,제주특별자치도 서귀포시 대정읍 구억리 188-14,제주특별자치도 서귀포시 대정읍 중산간서로 2217,63519,126.2909935,33.27985526
CU제주과원점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 1365-1,제주특별자치도 제주시 과원로 28,63141,126.4865176,33.47611313
레몬비,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,서홍동,서홍동,5013058000,5013010600,제주특별자치도 서귀포시 서홍동 397-80,제주특별자치도 서귀포시 중앙로 113,63584,126.5605481,33.25478754
세븐일레븐가이아호텔,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 272-4,제주특별자치도 제주시 연동7길 4,63124,126.4907084,33.48942633
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025626,제주특별자치도 제주시 구좌읍 월정리 2-1,제주특별자치도 제주시 구좌읍 월정7길 52-1,63358,126.7964718,33.55532704
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025930,제주특별자치도 제주시 조천읍 선흘리 1938-2,제주특별자치도 제주시 조천읍 번영로 1619,63341,126.7037847,33.45730712
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,도두동,도두일동,5011069000,5011012700,제주특별자치도 제주시 도두일동 1742,제주특별자치도 제주시 서해안로 216,63112,126.4702598,33.50744125
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,대포동,5013061000,5013011400,제주특별자치도 서귀포시 대포동 1597-2,제주특별자치도 서귀포시 대포중앙로 92,63544,126.4317598,33.24305999
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,예래동,상예동,5013062000,5013012000,제주특별자치도 서귀포시 상예동 3667-1,제주특별자치도 서귀포시 일주서로 1229,63537,126.3817311,33.2638767
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025321,제주특별자치도 제주시 애월읍 광령리 3798-3,제주특별자치도 제주시 애월읍 하광로 279,63060,126.423012,33.46424114
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,대포동,5013061000,5013011400,제주특별자치도 서귀포시 대포동 2181,제주특별자치도 서귀포시 이어도로 164,63543,126.4393277,33.23923326
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025022,제주특별자치도 제주시 한림읍 수원리 232-1,제주특별자치도 제주시 한림읍 한림해안로 484-1,63023,126.27194,33.43590218
코리아세븐제주연동SJ점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 261-24,제주특별자치도 제주시 삼무로 16,63129,126.4885082,33.48972407
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 4-17,제주특별자치도 제주시 산천단남길 10,63243,126.5609005,33.44487575
GS25제대정문점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라이동,5011063000,5011011800,제주특별자치도 제주시 아라이동 34-13,제주특별자치도 제주시 제주대학로 113,63249,126.5621184,33.46035206
GS25제주원노형점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 904-9,제주특별자치도 제주시 원노형3길 34,63081,126.4826092,33.48678499
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 1,제주특별자치도 제주시 제주대학로 102,63243,126.564418,33.45723218
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼도1동,삼도일동,5011055000,5011010500,제주특별자치도 제주시 삼도일동 710-7,제주특별자치도 제주시 남성로 119,63172,126.5181996,33.50902473
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,외도동,외도일동,5011067000,5011012300,제주특별자치도 제주시 외도일동 477-1,제주특별자치도 제주시 우정로5길 8,63070,126.4317522,33.49019075
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025631,제주특별자치도 제주시 구좌읍 하도리 1488-5,제주특별자치도 제주시 구좌읍 문주란로 7,63363,126.8832335,33.51859674
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 1883,제주특별자치도 서귀포시 천제연로 274,63544,126.4339685,33.25096773
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 1054-3,제주특별자치도 제주시 월랑로10길 2,63097,126.4766308,33.48901964
서광마을,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031027,제주특별자치도 서귀포시 안덕면 서광리 1224-52,제주특별자치도 서귀포시 안덕면 녹차분재로 199,63521,126.2936399,33.2994014
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 2330-9,제주특별자치도 서귀포시 천제연로178번길 26,63546,126.4233841,33.24940947
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025327,제주특별자치도 서귀포시 남원읍 위미리 4626,제주특별자치도 서귀포시 남원읍 서성로 459-1,63609,126.6396179,33.33005228
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025327,제주특별자치도 제주시 애월읍 장전리 1226-1,제주특별자치도 제주시 애월읍 중산간서로 6132,63055,126.3872884,33.45267433
GAMECUS,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 1296-8,제주특별자치도 제주시 도령로 15,63098,126.4808833,33.48703431
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025324,제주특별자치도 제주시 애월읍 구엄리 609-1,제주특별자치도 제주시 애월읍 애월해안로 708,63049,126.3774609,33.48254075
코리아세븐서귀포월드컵경기장,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대륜동,법환동,5013059000,5013010200,제주특별자치도 서귀포시 법환동 914,제주특별자치도 서귀포시 월드컵로 31,63572,126.507421,33.24705653
코리아세븐서귀포코델리아리조트,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025922,제주특별자치도 서귀포시 성산읍 오조리 941-1,제주특별자치도 서귀포시 성산읍 일주동로4120번길 23-20,63639,126.9101145,33.45910334
코리아세븐제주,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 291-10,제주특별자치도 제주시 1100로 2894-49,63079,126.4874235,33.44997861
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 371,제주특별자치도 제주시 천수동로 2,63256,126.5437874,33.50869707
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025625,제주특별자치도 제주시 구좌읍 송당리 351-5,제주특별자치도 제주시 구좌읍 비자림로 2136,63355,126.7992173,33.49070832
코리아세븐제주관광대학점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025321,제주특별자치도 제주시 애월읍 광령리 2612,제주특별자치도 제주시 애월읍 광령평화3길 20-16,63063,126.4341074,33.44779303
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025625,제주특별자치도 제주시 구좌읍 송당리 1375-3,제주특별자치도 제주시 구좌읍 중산간동로 2264,63355,126.7844774,33.47129714
바이앤바이편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031025,제주특별자치도 서귀포시 안덕면 사계리 177-1,제주특별자치도 서귀포시 안덕면 산방로 210,63528,126.3127701,33.2364267
제주섬마트휴게소,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,봉개동,봉개동,5011062000,5011011600,제주특별자치도 제주시 봉개동 1442,제주특별자치도 제주시 번영로 606,63313,126.604896,33.48524688
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025926,제주특별자치도 제주시 조천읍 대흘리 1020-3,제주특별자치도 제주시 조천읍 중산간동로 782,63343,126.6660585,33.49336754
OK편의점강인선,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025329,제주특별자치도 제주시 애월읍 고성리 95-9,제주특별자치도 제주시 애월읍 고성남길 36,63065,126.4264876,33.43380345
코리아세븐서귀포쇠소깍점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,효돈동,하효동,5013055000,5013010800,제주특별자치도 서귀포시 하효동 995,제주특별자치도 서귀포시 쇠소깍로 128,63600,126.6230141,33.25207783
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025923,제주특별자치도 제주시 조천읍 조천리 2229-1,제주특별자치도 제주시 조천읍 신북로 214,63331,126.636121,33.53529003
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,예래동,상예동,5013062000,5013012000,제주특별자치도 서귀포시 상예동 592-1,제주특별자치도 서귀포시 예래해안로 550,63536,126.4018432,33.25559886
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대륜동,호근동,5013059000,5013010400,제주특별자치도 서귀포시 호근동 1372-5,제주특별자치도 서귀포시 호근서호로 74,63569,126.5331091,33.25732497
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 271-33,제주특별자치도 제주시 삼무로3길 50,63125,126.4907236,33.49040922
하나로편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대륜동,호근동,5013059000,5013010400,제주특별자치도 서귀포시 호근동 1596-4,제주특별자치도 서귀포시 태평로92번길 16,63571,126.5323846,33.24289069
포스하우징,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,영평동,5011063000,5011013600,제주특별자치도 제주시 영평동 2235,제주특별자치도 제주시 516로 2870,63309,126.569883,33.44276177
플러스베이커리썬마트,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대륜동,호근동,5013059000,5013010400,제주특별자치도 서귀포시 호근동 1764-17,제주특별자치도 서귀포시 호근서호로 125,63569,126.5276175,33.25715186
비지에프리테일제주송당마을점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025625,제주특별자치도 제주시 구좌읍 송당리 1389-15,제주특별자치도 제주시 구좌읍 중산간동로 2281-2,63355,126.786585,33.47137188
신산훼미리마트,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 316-1,제주특별자치도 제주시 신산로9길 28,63272,126.5364193,33.50908807
소인국편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031027,제주특별자치도 서귀포시 안덕면 서광리 725,제주특별자치도 서귀포시 안덕면 중산간서로 1878,63522,126.3222585,33.29063122
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도1동,일도일동,5011051000,5011010100,제주특별자치도 제주시 일도일동 1481-4,제주특별자치도 제주시 동문로4길 24,63264,126.5268012,33.51205743
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 906-7,제주특별자치도 제주시 원노형로 3,63081,126.4840281,33.48810061
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025028,제주특별자치도 제주시 한림읍 옹포리 283,제주특별자치도 제주시 한림읍 한림로 554,63012,126.2571694,33.40666597
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 204-1,제주특별자치도 제주시 남성로 166-1,63170,126.5231467,33.50923707
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라이동,5011063000,5011011800,제주특별자치도 제주시 아라이동 1373-3,제주특별자치도 제주시 간월동로 16,63246,126.5444938,33.48577829
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,외도동,외도일동,5011067000,5011012300,제주특별자치도 제주시 외도일동 641-1,제주특별자치도 제주시 우정로18길 25,63069,126.4285247,33.48420859
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 1261-10,제주특별자치도 제주시 탑동로 20,63165,126.5229319,33.51744782
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 431,제주특별자치도 제주시 정든로 40,63226,126.5428683,33.49738952
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 1077,제주특별자치도 제주시 남녕로 66,63128,126.4794445,33.4930211
ScubaLife성산포해양,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대륜동,법환동,5013059000,5013010200,제주특별자치도 서귀포시 법환동 392-3,제주특별자치도 서귀포시 이어도로 948,63573,126.5149121,33.23935634
OK편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025329,제주특별자치도 제주시 애월읍 고성리 95,제주특별자치도 제주시 애월읍 고성남길 38,63065,126.4264494,33.43354151
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 2726-1,제주특별자치도 제주시 아연로 531,63236,126.5360221,33.47769953
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025335,제주특별자치도 제주시 애월읍 납읍리 2383-1,제주특별자치도 제주시 애월읍 중산간서로 5446,63035,126.3249537,33.43468232
우도올레쉼터,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 343-2,제주특별자치도 제주시 우도면 우도봉길 47,63365,126.9597118,33.49353911
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 2180,제주특별자치도 서귀포시 천제연로 144,63546,126.4205021,33.25274484
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 1018-1,제주특별자치도 제주시 삼성로15길 26,63267,126.5339582,33.50951877
